# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2388       1.425897761357e-11       3.571819922875e-13      -8.811936520774e-13       0.000000000000e+00       1.457346670088e-16       1.355995156336e-17       9.536663729537e-19 
 2389       1.423664654936e-11       3.544941510468e-13      -8.702241024727e-13       0.000000000000e+00       1.454501957626e-16       1.365670570821e-17       9.277107641939e-19 
 2390       1.421373546472e-11       3.518707659179e-13      -8.592300813854e-13       0.000000000000e+00       1.451663537523e-16       1.375513534529e-17       9.024801997104e-19 
 2391       1.419024825906e-11       3.493119229398e-13      -8.482157200315e-13       0.000000000000e+00       1.448831394796e-16       1.385521810273e-17       8.778916573527e-19 
 2392       1.416618884831e-11       3.468177080131e-13      -8.371851635235e-13       0.000000000000e+00       1.446005514343e-16       1.395693152383e-17       8.538618324345e-19 
 2393       1.414156116489e-11       3.443882068997e-13      -8.261425708847e-13       0.000000000000e+00       1.443185880952e-16       1.406025306706e-17       8.303071374365e-19 
 2394       1.411636915779e-11       3.420235052226e-13      -8.150921150636e-13       0.000000000000e+00       1.440372479290e-16       1.416516010590e-17       8.071437017098e-19 
 2395       1.409061679249e-11       3.397236884653e-13      -8.040379829490e-13       0.000000000000e+00       1.437565293913e-16       1.427162992878e-17       7.842873711788e-19 
 2396       1.406430805107e-11       3.374888419720e-13      -7.929843753840e-13       0.000000000000e+00       1.434764309259e-16       1.437963973900e-17       7.616537080439e-19 
 2397       1.403744693218e-11       3.353190509468e-13      -7.819355071806e-13       0.000000000000e+00       1.431969509649e-16       1.448916665460e-17       7.391579904848e-19 
 2398       1.401003745109e-11       3.332144004537e-13      -7.708956071345e-13       0.000000000000e+00       1.429180879292e-16       1.460018770831e-17       7.167152123638e-19 
 2399       1.398208363967e-11       3.311749754161e-13      -7.598689180395e-13       0.000000000000e+00       1.426398402275e-16       1.471267984743e-17       6.942400829280e-19 
 2400       1.395358954644e-11       3.292008606169e-13      -7.488596967020e-13       0.000000000000e+00       1.423622062575e-16       1.482661993374e-17       6.716470265133e-19 
 2401       1.392455923657e-11       3.272921406977e-13      -7.378722139554e-13       0.000000000000e+00       1.420851844048e-16       1.494198474342e-17       6.488501822467e-19 
 2402       1.389499679190e-11       3.254489001588e-13      -7.269107546751e-13       0.000000000000e+00       1.418087730434e-16       1.505875096694e-17       6.257634037494e-19 
 2403       1.386490631099e-11       3.236712233588e-13      -7.159796177923e-13       0.000000000000e+00       1.415329705359e-16       1.517689520901e-17       6.023002588403e-19 
 2404       1.383429190909e-11       3.219591945144e-13      -7.050831163095e-13       0.000000000000e+00       1.412577752328e-16       1.529639398842e-17       5.783740292386e-19 
 2405       1.380315771818e-11       3.203128977001e-13      -6.942255773139e-13       0.000000000000e+00       1.409831854733e-16       1.541722373802e-17       5.538977102667e-19 
 2406       1.377150788700e-11       3.187324168477e-13      -6.834113419930e-13       0.000000000000e+00       1.407091995846e-16       1.553936080456e-17       5.287840105537e-19 
 2407       1.373934658104e-11       3.172178357461e-13      -6.726447656485e-13       0.000000000000e+00       1.404358158822e-16       1.566278144867e-17       5.029453517380e-19 
 2408       1.370667798261e-11       3.157692380414e-13      -6.619302177109e-13       0.000000000000e+00       1.401630326700e-16       1.578746184469e-17       4.762938681705e-19 
 2409       1.367350629078e-11       3.143867072359e-13      -6.512720817542e-13       0.000000000000e+00       1.398908482399e-16       1.591337808066e-17       4.487414066177e-19 
 2410       1.363983572148e-11       3.130703266883e-13      -6.406747555106e-13       0.000000000000e+00       1.396192608723e-16       1.604050615816e-17       4.201995259643e-19 
 2411       1.360567050745e-11       3.118201796132e-13      -6.301426508844e-13       0.000000000000e+00       1.393482688355e-16       1.616882199224e-17       3.905794969169e-19 
 2412       1.357101489832e-11       3.106363490809e-13      -6.196801939672e-13       0.000000000000e+00       1.390778703862e-16       1.629830141135e-17       3.597923017064e-19 
 2413       1.353587316058e-11       3.095189180173e-13      -6.092918250521e-13       0.000000000000e+00       1.388080637693e-16       1.642892015721e-17       3.277486337914e-19 
 2414       1.350024957762e-11       3.084679692028e-13      -5.989819986484e-13       0.000000000000e+00       1.385388472177e-16       1.656065388477e-17       2.943588975610e-19 
 2415       1.346414844973e-11       3.074835852733e-13      -5.887551834960e-13       0.000000000000e+00       1.382702189525e-16       1.669347816206e-17       2.595332080378e-19 
 2416       1.342757503339e-11       3.065657133670e-13      -5.786154649028e-13       0.000000000000e+00       1.380021772811e-16       1.682736743158e-17       2.232056403211e-19 
 2417       1.339053836514e-11       3.057137581741e-13      -5.685653490946e-13       0.000000000000e+00       1.377347208925e-16       1.696229188770e-17       1.854071391037e-19 
 2418       1.335304845485e-11       3.049269864210e-13      -5.586069516482e-13       0.000000000000e+00       1.374678485635e-16       1.709822058016e-17       1.461930504194e-19 
 2419       1.331511534806e-11       3.042046619946e-13      -5.487423945169e-13       0.000000000000e+00       1.372015590611e-16       1.723512245075e-17       1.056189122285e-19 
 2420       1.327674912601e-11       3.035460459391e-13      -5.389738060369e-13       0.000000000000e+00       1.369358511423e-16       1.737296633324e-17       6.374045461874e-20 
 2421       1.323795990571e-11       3.029503964534e-13      -5.293033209335e-13       0.000000000000e+00       1.366707235541e-16       1.751172095325e-17       2.061360000668e-20 
 2422       1.319875783994e-11       3.024169688877e-13      -5.197330803276e-13       0.000000000000e+00       1.364061750335e-16       1.765135492812e-17      -2.370553666066e-20 
 2423       1.315915311733e-11       3.019450157403e-13      -5.102652317420e-13       0.000000000000e+00       1.361422043074e-16       1.779183676684e-17      -6.916064770468e-20 
 2424       1.311915596235e-11       3.015337866551e-13      -5.009019291078e-13       0.000000000000e+00       1.358788100929e-16       1.793313486987e-17      -1.156952325138e-19 
 2425       1.307877663538e-11       3.011825284176e-13      -4.916453327708e-13       0.000000000000e+00       1.356159910968e-16       1.807521752911e-17      -1.632525973422e-19 
 2426       1.303802543275e-11       3.008904849528e-13      -4.824976094979e-13       0.000000000000e+00       1.353537460160e-16       1.821805292770e-17      -2.117758551083e-19 
 2427       1.299691268675e-11       3.006568973213e-13      -4.734609324832e-13       0.000000000000e+00       1.350920735374e-16       1.836160913999e-17      -2.612079251935e-19 
 2428       1.295544876569e-11       3.004810037169e-13      -4.645374813545e-13       0.000000000000e+00       1.348309723377e-16       1.850585413134e-17      -3.114915332409e-19 
 2429       1.291364407393e-11       3.003620394630e-13      -4.557294421800e-13       0.000000000000e+00       1.345704410835e-16       1.865075575809e-17      -3.625692109539e-19 
 2430       1.287150905194e-11       3.002992370098e-13      -4.470390074741e-13       0.000000000000e+00       1.343104784314e-16       1.879628176740e-17      -4.143832958948e-19 
 2431       1.282905417630e-11       3.002918259312e-13      -4.384683762042e-13       0.000000000000e+00       1.340510830278e-16       1.894239979713e-17      -4.668759312835e-19 
 2432       1.278628995974e-11       3.003390329215e-13      -4.300197537967e-13       0.000000000000e+00       1.337922535091e-16       1.908907737577e-17      -5.199890657962e-19 
 2433       1.274322695122e-11       3.004400817927e-13      -4.216953521438e-13       0.000000000000e+00       1.335339885013e-16       1.923628192226e-17      -5.736644533640e-19 
 2434       1.269987573594e-11       3.005941934712e-13      -4.134973896094e-13       0.000000000000e+00       1.332762866205e-16       1.938398074596e-17      -6.278436529716e-19 
 2435       1.265624693536e-11       3.008005859945e-13      -4.054280910358e-13       0.000000000000e+00       1.330191464725e-16       1.953214104646e-17      -6.824680284558e-19 
 2436       1.261235120726e-11       3.010584745086e-13      -3.974896877500e-13       0.000000000000e+00       1.327625666531e-16       1.968072991352e-17      -7.374787483044e-19 
 2437       1.256819924580e-11       3.013670712646e-13      -3.896844175699e-13       0.000000000000e+00       1.325065457476e-16       1.982971432692e-17      -7.928167854546e-19 
 2438       1.252380178149e-11       3.017255856158e-13      -3.820145248107e-13       0.000000000000e+00       1.322510823314e-16       1.997906115638e-17      -8.484229170920e-19 
 2439       1.247916958129e-11       3.021332240144e-13      -3.744822602917e-13       0.000000000000e+00       1.319961749696e-16       2.012873716140e-17      -9.042377244488e-19 
 2440       1.243431344865e-11       3.025891900085e-13      -3.670898813418e-13       0.000000000000e+00       1.317418222169e-16       2.027870899121e-17      -9.602015926027e-19 
 2441       1.238924422348e-11       3.030926842392e-13      -3.598396518067e-13       0.000000000000e+00       1.314880226180e-16       2.042894318460e-17      -1.016254710276e-18 
 2442       1.234397278226e-11       3.036429044374e-13      -3.527338420549e-13       0.000000000000e+00       1.312347747071e-16       2.057940616985e-17      -1.072337069633e-18 
 2443       1.229851003805e-11       3.042390454206e-13      -3.457747289839e-13       0.000000000000e+00       1.309820770084e-16       2.073006426457e-17      -1.128388466080e-18 
 2444       1.225286694052e-11       3.048802990901e-13      -3.389645960270e-13       0.000000000000e+00       1.307299280356e-16       2.088088367563e-17      -1.184348498063e-18 
 2445       1.220705447599e-11       3.055658544274e-13      -3.323057331592e-13       0.000000000000e+00       1.304783262922e-16       2.103183049902e-17      -1.240156566867e-18 
 2446       1.216108366749e-11       3.062948974920e-13      -3.258004369038e-13       0.000000000000e+00       1.302272702714e-16       2.118287071977e-17      -1.295751876416e-18 
 2447       1.211496557477e-11       3.070666114174e-13      -3.194510103389e-13       0.000000000000e+00       1.299767584561e-16       2.133397021178e-17      -1.351073433066e-18 
 2448       1.206871129434e-11       3.078801764085e-13      -3.132597631035e-13       0.000000000000e+00       1.297267893189e-16       2.148509473776e-17      -1.406060045412e-18 
 2449       1.202233195954e-11       3.087347697385e-13      -3.072290114039e-13       0.000000000000e+00       1.294773613218e-16       2.163620994909e-17      -1.460650324081e-18 
 2450       1.197583874053e-11       3.096295657459e-13      -3.013610780203e-13       0.000000000000e+00       1.292284729168e-16       2.178728138572e-17      -1.514782681529e-18 
 2451       1.192924284436e-11       3.105637358310e-13      -2.956582923128e-13       0.000000000000e+00       1.289801225452e-16       2.193827447603e-17      -1.568395331849e-18 
 2452       1.188255551501e-11       3.115364484532e-13      -2.901229902280e-13       0.000000000000e+00       1.287323086383e-16       2.208915453677e-17      -1.621426290556e-18 
 2453       1.183578803340e-11       3.125468691280e-13      -2.847575143054e-13       0.000000000000e+00       1.284850296166e-16       2.223988677288e-17      -1.673813374399e-18 
 2454       1.178895171746e-11       3.135941604236e-13      -2.795642136837e-13       0.000000000000e+00       1.282382838905e-16       2.239043627742e-17      -1.725494201151e-18 
 2455       1.174205761140e-11       3.146774527152e-13      -2.745449634709e-13       0.000000000000e+00       1.279920699466e-16       2.254077013044e-17      -1.776412931068e-18 
